index,project_name,create_time,project_language,contributor,star,fork,issues,watch,project_commits,code_language,keyword_index,matched_keyword,path_of_first_file_commit,final_change_commit_path,code_granularity_data,code_func_type,number_of_bug_or_vulnerability_all_commit,comments,start_end_line_data,first_loc,final_start_end_line_data,final_loc_add,final_loc_minus,final_change_type,test_code_data,regular_expression_data,number_of_commits,number_of_change_commit_to_first,change_commit_to_first_index,change_commit_to_first_hash,change_commit_to_first_blocks,number_of_all_change_commit,all_change_commit_index,all_change_commit_hash,all_change_commit_blocks,number_of_all_change_fix_commit,real_fixed_commit_number,real_fixed_commit_hash,real_fixed_commit_reason,all_change_fix_commit_index,all_change_fix_commit_hash,all_change_fix_commit_blocks,project_lines,project_locs,project_statements,project_functions,project_classes,project_files,project_density_comments,project_comments,project_duplicated_lines,project_duplicated_blocks,project_duplicated_files,project_duplicated_lines_density,project_vulnerability,project_bugs,project_code_smells,project_sqale_index,project_sqale_debt_ratio,project_complexity_all,project_cognitive_complexity_all,project_complexity_mean_method,project_cognitive_complexity_mean_method,code_lines,code_locs,code_statements,code_functions,code_classes,code_files,code_density_comments,code_comments,code_duplicated_lines,code_duplicated_blocks,code_duplicated_files,code_duplicated_lines_density,code_code_smells,code_sqale_index,code_sqale_debt_ratio,code_complexity_all,code_cognitive_complexity_all,code_complexity_mean_method,code_cognitive_complexity_mean_method,manual_vs_gpt_loc_ratio,manual_vs_gpt_change_commit_ratio,manual_vs_gpt_change_fix_commit_ratio
,Pandora,2023-01-12 23:28:26,Python,2.0,6.0,1.0,0.0,3.0,134.0,Python,280.0,written by chatgpt,Pandora\08fc34cda653460ead386144ec064a50575838ed\src\pandora.py,Pandora\38d6f115657ffffe0816df47a9564dffb9bad164\src\pandora.py,method,,,,"[281,304]",24.0,,,,,,,73.0,71.0,"[-3, -4, -5, -6, -7, -8, -9, -10, -11, -12, -13, -14, -15, -16, -17, -18, -19, -20, -21, -22, -23, -24, -25, -26, -27, -28, -29, -30, -31, -32, -33, -34, -35, -36, -37, -38, -39, -40, -41, -42, -43, -44, -45, -46, -47, -48, -49, -50, -51, -52, -53, -54, -55, -56, -57, -58, -59, -60, -61, -62, -63, -64, -65, -66, -67, -68, -69, -70, -71, -72, -73]","['058d3a5c8aad441fcecf8895fc5d34e186ceacde', '03d5f7340c96f7c386a001f00d5da8c73358d81f', 'a442aae8d6d669f471d3567bb865a0ab7e62cd67', '61363241badcc63fabaaf30858ccae8a1de85865', '544a0c0b120e34ffb025bf57cb816f5c89e24e45', 'e0b02f1bd8e1b0979192c47ae4bd918b7c81854b', '295a70ebd1ce50e571b4798fca9a7f9286da034d', '0a6be9b04216099507263643edcc7386a7bee345', 'b0144547500616959fc57abd52261c3eada47d22', 'bbc60380e7f31f6ba8e796388ee1a4e17d6aad85', 'bdfc47638a8023843888ce3dc67a84c507a717ca', 'f99a57ada928ce90571474bb5a7a6086ff7ff89f', 'c2fcda2519fe52667ebff3d4b1c13cfc51de27ed', '291ff3c009fde0cda476e0022b66a6e8f2aa7b48', '548040ec49d09a1a5b89364b92306f47ee04adc7', '978d965e548c97a92f93a566eb95209818115eb6', '5662b749fd065dc04ea187f7f16314f600fa7eb8', 'f8cd4b5a033ce3020b89a6ba6c6d0c22a79ea51b', 'a502daa791d0c25182bcb5b329a8d2b347c55e39', 'deed05174eb38b8c8149799a9963e22f19f469b7', '6b7e88a6689c826a07504a2143cee05a47a5f1a2', '5eaeddd14c456cc7b7999f3e685808d9f299f114', 'eab7f24b1d84b758e8eed5047c74606f03f33dfc', '772902aa28e54d7381d6d4288c98ef5aec9992fe', '3ee1cd27e02965c486416ed9fa5d016c1d340083', '4cb7cf30b005e272dc4cdb1ecdabc0617dc1b71c', '72bd060d30fa3e0282cf612fee2512e56af584ce', '089e6862af6c02afaeb620c5dfa14342ba6c6082', '7180183ee169e518e411d5b085b1745fee81e084', '38f8abffd12cf83049a6fb77c1cebbc1a6a3057e', '239777a0761b08fb2cae9a4459ed65553a4d0a6b', '6df0e98238386dad02b3507f87736a2d3df3d8e8', '5ad7934f0786f04d5d2c4282714d91b1b1187324', '184f9fc5760edf11d7279c7933dd305f929cf28b', '9960cf83b9dd4cff1af7b2e39b9d4323581afc29', 'edebc9aa5efd4cea8ef4a0a8605d9567d0daa092', '4b984f64f5af4092a154c0db3f1e6c67431de241', '136c0e35586140de236970620bfe071ed8112a51', '38d6f115657ffffe0816df47a9564dffb9bad164', 'd9df296cacf4642a2abd71d651bd0bafaf9c6b6c', '5d6b9c5b153f74bf755143f8ab9077296dccb185', '1b5d4d449949db4b5d024d3c856dbc4c3ad05355', 'c670f38e0a3c4a98d073f9d4345dd830c40f88a2', '2ed43275c3106266442abd9eb26af3dd8a02305a', '2cb93b80b2f6aef15c4314abc7b9d67ff8e0c4ec', 'cfa02086d6319f905bef8bf0933a002911744156', 'b8355c81c0aaf70470cd2db8bc98c4a477a56fc9', '062e7bd594da0cc57d73eae33ec9fd415edc13b3', '25e8e756abfb33d072b1339e5073496f82dbb5cf', 'e5deac0effab2763017343a87f01f2a602c25fd3', 'ac5f0f4916fffd4e20766f70e7aa7fc73ff7c268', '5a3384edf8e94d5a17c3e6d4beb2ab098b1e0bc7', '47fc23bac1060f43f3c6d04d3cc01feb4763ad00', 'e7215e2c7713b68eb0d205d3ead772e113df7334', 'f48a5f3adf48a0d6744caa4f05df2c52a5128c25', '6be0e2e83dcf9b09347f9bbf3b560eed542e86e2', '02986510be69b2405c8f1aa4a6aa3a99b42a3f9a', '00f3fd732c82ab9174970db3a5e2b761dab701c4', '345a3adcad52b9b87e70998e0e20dedb55a81479', '0e15efa6ffc79bc55a3237af4b7018cd4c96869d', '4bb5dfa7cf92470bde3d9e737173c863ac0712c2', '83d4cf8e06d20078f289bba261ca9d8b717ae57f', '85630211f43d3d449f50457c204f445d9fddd1b4', '04e289bc95069a7d643a51c800684a05cb7c4298', '5330c04bfdaea832addad385da8a7a328f87619e', '13dc349b0b620dbb46867f860f9d13ef5034afce', '697725cef8b959c022e6f329c2c68b266b0ee7ec', '8cca951d8ef01eee6694b1783023d6d6d6463ac3', 'a62c51408faa81a3c72a7fca28eba0d75946301f', '09107cc78e212bdaf6835d50e974d1b85519ad32', '56909260d8bab86b151b94bfb2a52699e997bd3c']","[[{'highest_ratio': 0.9970879440885265, 'best_match_position': (301, 324)}], [{'highest_ratio': 0.7690253671562083, 'best_match_position': (293, 316)}], [{'highest_ratio': 0.7690253671562083, 'best_match_position': (307, 330)}], [{'highest_ratio': 0.7690253671562083, 'best_match_position': (307, 330)}], [{'highest_ratio': 0.7690253671562083, 'best_match_position': (345, 368)}], [{'highest_ratio': 0.7690253671562083, 'best_match_position': (345, 368)}], [{'highest_ratio': 0.7690253671562083, 'best_match_position': (345, 368)}], [{'highest_ratio': 0.7690253671562083, 'best_match_position': (349, 372)}], [{'highest_ratio': 0.7690253671562083, 'best_match_position': (350, 373)}], [{'highest_ratio': 0.7690253671562083, 'best_match_position': (365, 388)}], [{'highest_ratio': 0.7690253671562083, 'best_match_position': (332, 355)}], [{'highest_ratio': 0.7690253671562083, 'best_match_position': (335, 358)}], [{'highest_ratio': 0.7690253671562083, 'best_match_position': (342, 365)}], [{'highest_ratio': 0.6520051746442432, 'best_match_position': (336, 359)}], [{'highest_ratio': 0.7610146862483311, 'best_match_position': (336, 359)}], [{'highest_ratio': 0.7615230460921844, 'best_match_position': (336, 359)}], [{'highest_ratio': 0.6268292682926829, 'best_match_position': (339, 362)}], [{'highest_ratio': 0.7434858135495078, 'best_match_position': (335, 358)}], [{'highest_ratio': 0.8548585485854858, 'best_match_position': (332, 355)}], [{'highest_ratio': 0.8585485854858549, 'best_match_position': (332, 355)}], [{'highest_ratio': 0.8585485854858549, 'best_match_position': (335, 358)}], [{'highest_ratio': 0.6729385722191478, 'best_match_position': (336, 359)}], [{'highest_ratio': 0.5721085197524988, 'best_match_position': (337, 360)}], [{'highest_ratio': 0.5175600739371534, 'best_match_position': (347, 370)}], [{'highest_ratio': 0.5175600739371534, 'best_match_position': (343, 366)}], [{'highest_ratio': 0.5175600739371534, 'best_match_position': (412, 435)}], [{'highest_ratio': 0.5166051660516605, 'best_match_position': (414, 437)}], [{'highest_ratio': 0.5164835164835165, 'best_match_position': (415, 438)}], [{'highest_ratio': 0.5164835164835165, 'best_match_position': (415, 438)}], [{'highest_ratio': 0.5054784514243974, 'best_match_position': (402, 425)}], [{'highest_ratio': 0.5054784514243974, 'best_match_position': (402, 425)}], [{'highest_ratio': 0.5054784514243974, 'best_match_position': (401, 424)}], [{'highest_ratio': 0.46741963509991313, 'best_match_position': (421, 444)}], [{'highest_ratio': 0.46741963509991313, 'best_match_position': (461, 484)}], [{'highest_ratio': 0.46741963509991313, 'best_match_position': (464, 487)}], [{'highest_ratio': 0.46741963509991313, 'best_match_position': (423, 446)}], [{'highest_ratio': 0.46741963509991313, 'best_match_position': (423, 446)}], [{'highest_ratio': 0.46741963509991313, 'best_match_position': (423, 446)}], [{'highest_ratio': 0.3033112582781457, 'best_match_position': (441, 464)}], [{'highest_ratio': 0.3033112582781457, 'best_match_position': (441, 464)}], [{'highest_ratio': 0.3033112582781457, 'best_match_position': (448, 471)}], [{'highest_ratio': 0.3033112582781457, 'best_match_position': (450, 473)}], [{'highest_ratio': 0.3033112582781457, 'best_match_position': (449, 472)}], [{'highest_ratio': 0.3033112582781457, 'best_match_position': (448, 471)}], [{'highest_ratio': 0.3033112582781457, 'best_match_position': (450, 473)}], [{'highest_ratio': 0.3033112582781457, 'best_match_position': (450, 473)}], [{'highest_ratio': 0.3033112582781457, 'best_match_position': (450, 473)}], [{'highest_ratio': 0.3033112582781457, 'best_match_position': (450, 473)}], [{'highest_ratio': 0.3033112582781457, 'best_match_position': (450, 473)}], [{'highest_ratio': 0.3033112582781457, 'best_match_position': (448, 471)}], [{'highest_ratio': 0.3033112582781457, 'best_match_position': (448, 471)}], [{'highest_ratio': 0.3033112582781457, 'best_match_position': (448, 471)}], [{'highest_ratio': 0.3033112582781457, 'best_match_position': (448, 471)}], [{'highest_ratio': 0.3033112582781457, 'best_match_position': (448, 471)}], [{'highest_ratio': 0.3033112582781457, 'best_match_position': (448, 471)}], [{'highest_ratio': 0.3033112582781457, 'best_match_position': (462, 485)}], [{'highest_ratio': 0.3033112582781457, 'best_match_position': (470, 493)}], [{'highest_ratio': 0.3033112582781457, 'best_match_position': (470, 493)}], [{'highest_ratio': 0.3033112582781457, 'best_match_position': (474, 497)}], [{'highest_ratio': 0.3033112582781457, 'best_match_position': (474, 497)}], [{'highest_ratio': 0.3033112582781457, 'best_match_position': (477, 500)}], [{'highest_ratio': 0.3033112582781457, 'best_match_position': (466, 489)}], [{'highest_ratio': 0.3033112582781457, 'best_match_position': (464, 487)}], [{'highest_ratio': 0.3033112582781457, 'best_match_position': (461, 484)}], [{'highest_ratio': 0.3033112582781457, 'best_match_position': (418, 441)}], [{'highest_ratio': 0.3033112582781457, 'best_match_position': (407, 430)}], [{'highest_ratio': 0.3033112582781457, 'best_match_position': (375, 398)}], [{'highest_ratio': 0.3033112582781457, 'best_match_position': (373, 396)}], [{'highest_ratio': 0.3033112582781457, 'best_match_position': (343, 366)}], [{'highest_ratio': 0.3033112582781457, 'best_match_position': (341, 364)}], [{'highest_ratio': 0.3033112582781457, 'best_match_position': (340, 363)}]]",17.0,"[-3, -4, -16, -17, -18, -19, -20, -21, -22, -24, -25, -26, -29, -30, -32, -35, -41]","['058d3a5c8aad441fcecf8895fc5d34e186ceacde', '03d5f7340c96f7c386a001f00d5da8c73358d81f', '291ff3c009fde0cda476e0022b66a6e8f2aa7b48', '548040ec49d09a1a5b89364b92306f47ee04adc7', '978d965e548c97a92f93a566eb95209818115eb6', '5662b749fd065dc04ea187f7f16314f600fa7eb8', 'f8cd4b5a033ce3020b89a6ba6c6d0c22a79ea51b', 'a502daa791d0c25182bcb5b329a8d2b347c55e39', 'deed05174eb38b8c8149799a9963e22f19f469b7', '5eaeddd14c456cc7b7999f3e685808d9f299f114', 'eab7f24b1d84b758e8eed5047c74606f03f33dfc', '772902aa28e54d7381d6d4288c98ef5aec9992fe', '72bd060d30fa3e0282cf612fee2512e56af584ce', '089e6862af6c02afaeb620c5dfa14342ba6c6082', '38f8abffd12cf83049a6fb77c1cebbc1a6a3057e', '5ad7934f0786f04d5d2c4282714d91b1b1187324', '38d6f115657ffffe0816df47a9564dffb9bad164']","[[{'highest_ratio': 0.9970879440885265, 'best_match_position': (301, 324)}], [{'highest_ratio': 0.7690253671562083, 'best_match_position': (293, 316)}], [{'highest_ratio': 0.6520051746442432, 'best_match_position': (336, 359)}], [{'highest_ratio': 0.7610146862483311, 'best_match_position': (336, 359)}], [{'highest_ratio': 0.7615230460921844, 'best_match_position': (336, 359)}], [{'highest_ratio': 0.6268292682926829, 'best_match_position': (339, 362)}], [{'highest_ratio': 0.7434858135495078, 'best_match_position': (335, 358)}], [{'highest_ratio': 0.8548585485854858, 'best_match_position': (332, 355)}], [{'highest_ratio': 0.8585485854858549, 'best_match_position': (332, 355)}], [{'highest_ratio': 0.6729385722191478, 'best_match_position': (336, 359)}], [{'highest_ratio': 0.5721085197524988, 'best_match_position': (337, 360)}], [{'highest_ratio': 0.5175600739371534, 'best_match_position': (347, 370)}], [{'highest_ratio': 0.5166051660516605, 'best_match_position': (414, 437)}], [{'highest_ratio': 0.5164835164835165, 'best_match_position': (415, 438)}], [{'highest_ratio': 0.5054784514243974, 'best_match_position': (402, 425)}], [{'highest_ratio': 0.46741963509991313, 'best_match_position': (421, 444)}], [{'highest_ratio': 0.3033112582781457, 'best_match_position': (441, 464)}]]",1.0,,,,[-41],['38d6f115657ffffe0816df47a9564dffb9bad164'],"[[{'highest_ratio': 0.3033112582781457, 'best_match_position': (441, 464)}]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0,LLMmed,2023-09-26 16:45:04,Python,,5.0,1.0,0.0,3.0,20.0,Python,36.0,written by chatgpt,LLMmed\623bf87e3aa3c5482849918ce17f1aada07cadba\main_LLMmed.py,,method,,0.0,,"[35,139]",105.0,,,,,,,3.0,0.0,[],[],[],0.0,[],[],[],0.0,,,,[],[],[],1166.0,609.0,551.0,24.0,4.0,3.0,29.2,251.0,48.0,3.0,1.0,4.1,0.0,1.0,52.0,292.0,1.6,52.0,40.0,2.17,1.67,106.0,53.0,47.0,1.0,0.0,1.0,35.4,29.0,0.0,0.0,0.0,0.0,11.0,70.0,4.4,6.0,6.0,6.0,6.0,,,
26.0,uniform-probability-selector,2023-02-20 22:49:37,Python,,0.0,0.0,0.0,1.0,6.0,Python,6.0,written by chatgpt,uniform-probability-selector\3e0caf628b4678f6aeba707db6ff9c7e8e38554c\gui.py,uniform-probability-selector\7e51aa0df1df208332b7189dfd3eff83c4e8c597\gui.py,file,,3.0,,"[1,36]",36.0,,,,,,,3.0,2.0,"[-2, -3]","['4db015d3eb10f34f0f4d70121d243afcc5fe0165', '7e51aa0df1df208332b7189dfd3eff83c4e8c597']","[[{'highest_ratio': 0.2222222222222222, 'best_match_position': (1, 33)}], [{'highest_ratio': 0.21717451523545706, 'best_match_position': (1, 33)}]]",2.0,"[-2, -3]","['4db015d3eb10f34f0f4d70121d243afcc5fe0165', '7e51aa0df1df208332b7189dfd3eff83c4e8c597']","[[{'highest_ratio': 0.2222222222222222, 'best_match_position': (1, 33)}], [{'highest_ratio': 0.21717451523545706, 'best_match_position': (1, 33)}]]",1.0,,,,[-2],['4db015d3eb10f34f0f4d70121d243afcc5fe0165'],"[[{'highest_ratio': 0.2222222222222222, 'best_match_position': (1, 33)}]]",214.0,164.0,126.0,17.0,4.0,5.0,7.3,13.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,55.0,1.1,35.0,26.0,2.06,1.53,36.0,25.0,25.0,3.0,1.0,1.0,10.7,3.0,0.0,0.0,0.0,0.0,2.0,10.0,1.3,8.0,7.0,2.67,2.33,,,
27.0,infra-config,2023-05-11 08:34:13,Jinja,2,0.0,0.0,1.0,2.0,23.0,Python,8.0,written by chatgpt,infra-config\6353168dc698d8726ea75570000de7fe1f56674c\ci\ip_address_duplicates.py,,file,,4.0,,"[1,66]",66.0,,,,,,,1.0,0.0,[],[],[],0.0,[],[],[],0.0,,,,[],[],[],118.0,78.0,74.0,5.0,0.0,2.0,17.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,0.7,21.0,34.0,4.2,6.8,66.0,48.0,46.0,3.0,0.0,1.0,17.2,10.0,0.0,0.0,0.0,0.0,1.0,7.0,0.5,15.0,29.0,5.0,9.67,,,
28.0,UMU_5TF078_Paper_Keyboard_Tracker,2024-01-03 11:29:55,Jupyter Notebook,,0.0,0.0,5.0,1.0,9.0,Python,9.0,written by chatgpt,UMU_5TF078_Paper_Keyboard_Tracker\472fb9a50ec25b595d8c8a0b731cb9aa9bd1781a\Program\feed_filter.py,,method,,0.0,,"[6,27]",22.0,,,,,,,1.0,0.0,[],[],[],0.0,[],[],[],0.0,,,,[],[],[],1526.0,775.0,632.0,38.0,0.0,20.0,31.4,354.0,378.0,8.0,2.0,24.8,0.0,0.0,29.0,411.0,1.8,124.0,343.0,3.26,9.03,23.0,9.0,11.0,2.0,0.0,1.0,52.6,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,,,
30.0,PlatformGame,2023-09-27 17:49:37,Python,2,1.0,0.0,0.0,2.0,24.0,Python,2.0,written by chatgpt,PlatformGame\20c6a539a020176502c8b0cfb999d967106f8d13\utils\scene.py,PlatformGame\7cab17b687b041661aea60a41ab545dd9d3710fd\utils\scene.py,file,,3.0,,"[1,14]",14.0,,,,,,,2.0,1.0,[-2],['7cab17b687b041661aea60a41ab545dd9d3710fd'],"[[{'highest_ratio': 0.9273743016759777, 'best_match_position': (1, 17)}]]",1.0,[-2],['7cab17b687b041661aea60a41ab545dd9d3710fd'],"[[{'highest_ratio': 0.9273743016759777, 'best_match_position': (1, 17)}]]",0.0,,,,[],[],[],220.0,126.0,124.0,26.0,6.0,8.0,24.6,41.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,47.0,1.2,37.0,16.0,1.42,0.62,14.0,9.0,9.0,4.0,1.0,1.0,18.2,2.0,0.0,0.0,0.0,0.0,4.0,20.0,7.4,4.0,0.0,1.0,0.0,,,
31.0,player_rating_kedro,2023-08-17 07:08:37,Python,,1.0,0.0,0.0,1.0,18.0,Python,49.0,written by chatgpt,player_rating_kedro\1f3d6b20b4ce2053363580796ec62511d3f3c3ce\src\st_data.py,player_rating_kedro\0857584f08bec6e3d5719e13cbfa192633b2fbab\src\st_data.py,method,,0.0,,"[48,74]",27.0,,,,,,,3.0,2.0,"[-2, -3]","['e5ccbd95d6a1927bf8d7df40e3c21dbd40ee404e', '0857584f08bec6e3d5719e13cbfa192633b2fbab']","[[{'highest_ratio': 0.9797979797979798, 'best_match_position': (48, 74)}], [{'highest_ratio': 0.9786350148367953, 'best_match_position': (48, 74)}]]",2.0,"[-2, -3]","['e5ccbd95d6a1927bf8d7df40e3c21dbd40ee404e', '0857584f08bec6e3d5719e13cbfa192633b2fbab']","[[{'highest_ratio': 0.9797979797979798, 'best_match_position': (48, 74)}], [{'highest_ratio': 0.9786350148367953, 'best_match_position': (48, 74)}]]",0.0,,,,[],[],[],1136.0,620.0,505.0,38.0,2.0,22.0,29.0,253.0,57.0,4.0,2.0,5.0,0.0,0.0,33.0,232.0,1.2,81.0,79.0,2.13,2.08,28.0,20.0,16.0,4.0,0.0,1.0,16.7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,,,
32.0,openu-course-visualizer,2023-05-17 18:33:22,Python,,4.0,0.0,0.0,1.0,25.0,Python,41.0,written by chatgpt,openu-course-visualizer\700264c4982771e5986b17f15b3c2e6eef95d1a9\course_analyzer.py,,method,,2.0,,"[39,68]",30.0,,,,,,,4.0,0.0,[],[],[],0.0,[],[],[],0.0,,,,[],[],[],291.0,171.0,145.0,10.0,2.0,3.0,24.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,25.0,0.5,35.0,37.0,3.5,3.7,31.0,18.0,18.0,1.0,0.0,1.0,33.3,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,7.0,9.0,,,
33.0,ebusd-brink-hru,2024-03-10 21:04:32,Python,,0.0,1.0,0.0,2.0,105.0,Python,7.0,written by chatgpt,ebusd-brink-hru\534e9f7ea8524be980cb4b174dedc06a7bf6966b\src\parse_xaml.py,,method,,24.0,,"[8,25]",18.0,,,,,,,3.0,0.0,[],[],[],0.0,[],[],[],0.0,,,,[],[],[],1643.0,996.0,629.0,57.0,21.0,14.0,14.1,164.0,32.0,2.0,1.0,1.9,0.0,1.0,13.0,140.0,0.5,172.0,245.0,3.02,4.3,19.0,11.0,8.0,1.0,0.0,1.0,26.7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,5.0,10.0,,,
34.0,OffloadingFramework,2023-07-18 17:53:27,C,,0.0,0.0,0.0,1.0,2.0,Python,1.0,written by chatgpt,OffloadingFramework\daaeb4015f1f1e3b7716f36c42e7d7e7a9277dac\spinUpLdScript.py,,file,,1.0,,"[1,38]",38.0,,,,,,,1.0,0.0,[],[],[],0.0,[],[],[],0.0,,,,[],[],[],38.0,24.0,21.0,2.0,0.0,1.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.3,7.0,9.0,3.5,4.5,38.0,24.0,21.0,2.0,0.0,1.0,20.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,0.3,7.0,9.0,3.5,4.5,,,
35.0,EEGTetris,2024-01-27 23:10:10,Jupyter Notebook,5,0.0,0.0,0.0,1.0,71.0,Python,1.0,written by chatgpt,EEGTetris\5dbbef0dc9f3f5e9b2537973ab462f2988bda0d9\sw\src\plotxdf.py,EEGTetris\b635e953e6936cea2d3d404d46fd47a500a09835\sw\src\plotxdf.py,file,,4.0,,"[1,42]",42.0,,,,,,,5.0,4.0,"[-2, -3, -4, -5]","['3da6c1012f609bfb6c6fbc6dade09bf9e1ba893c', '36e40965ae432f50bc9d34197d937c2bdeef9ad5', '301d92d2143660709cec24e49122dd4b1ae49c64', 'b635e953e6936cea2d3d404d46fd47a500a09835']","[[{'highest_ratio': 0.9932639314145744, 'best_match_position': (1, 42)}], [{'highest_ratio': 0.9351881125513752, 'best_match_position': (1, 40)}], [{'highest_ratio': 0.9348513598987982, 'best_match_position': (1, 39)}], [{'highest_ratio': 0.8260994538660534, 'best_match_position': (1, 48)}]]",4.0,"[-2, -3, -4, -5]","['3da6c1012f609bfb6c6fbc6dade09bf9e1ba893c', '36e40965ae432f50bc9d34197d937c2bdeef9ad5', '301d92d2143660709cec24e49122dd4b1ae49c64', 'b635e953e6936cea2d3d404d46fd47a500a09835']","[[{'highest_ratio': 0.9932639314145744, 'best_match_position': (1, 42)}], [{'highest_ratio': 0.9351881125513752, 'best_match_position': (1, 40)}], [{'highest_ratio': 0.9348513598987982, 'best_match_position': (1, 39)}], [{'highest_ratio': 0.8260994538660534, 'best_match_position': (1, 48)}]]",0.0,,,,[],[],[],291.0,176.0,149.0,7.0,1.0,5.0,26.4,63.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,45.0,0.9,23.0,30.0,3.29,4.29,42.0,23.0,23.0,1.0,0.0,1.0,30.3,10.0,0.0,0.0,0.0,0.0,1.0,2.0,0.3,3.0,3.0,3.0,3.0,,,
37.0,ALFFI,2023-10-25 23:48:53,Jupyter Notebook,2,0.0,0.0,0.0,2.0,34.0,Python,23.0,written by chatgpt,ALFFI\a5026a3715c1cbd50b4285a48445200c2e96f3d5\SIR\models\SIR_dnn_cdf_100k.py,,class,,1.0,,"[24,48]",25.0,,,,,,,1.0,0.0,[],[],[],0.0,[],[],[],0.0,,,,[],[],[],3136.0,1823.0,1526.0,110.0,9.0,9.0,28.3,719.0,411.0,21.0,7.0,13.1,0.0,7.0,230.0,897.0,1.6,211.0,186.0,1.92,1.69,26.0,9.0,10.0,2.0,1.0,1.0,57.1,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,,,
38.0,gpt-summarizer-main,2023-03-09 00:16:07,Python,,7.0,0.0,0.0,1.0,1.0,Python,19.0,written by chatgpt,gpt-summarizer-main\52c806a5933b721de25b53d62b29591f9c0a9379\summarize.py,,file,,0.0,,"[1,627]",627.0,,,,,,,1.0,0.0,[],[],[],0.0,[],[],[],0.0,,,,[],[],[],627.0,332.0,303.0,9.0,0.0,1.0,35.9,186.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,16.0,0.2,52.0,129.0,5.78,14.33,627.0,332.0,303.0,9.0,0.0,1.0,35.9,186.0,0.0,0.0,0.0,0.0,3.0,16.0,0.2,52.0,129.0,5.78,14.33,,,
39.0,CFK_Delete_Python,2023-12-12 03:20:39,Python,,1.0,0.0,0.0,1.0,43.0,Python,2.0,written by chatgpt,CFK_Delete_Python\db808d2f6992ab79a6795a41f864fcee8e07760c\my_multiprocessing.py,,file,,8.0,,"[1,20]",20.0,,,,,,,1.0,0.0,[],[],[],0.0,[],[],[],0.0,,,,[],[],[],1168.0,924.0,628.0,44.0,0.0,12.0,11.9,125.0,40.0,2.0,1.0,3.4,0.0,0.0,2.0,11.0,0.0,108.0,108.0,2.45,2.45,20.0,11.0,12.0,1.0,0.0,1.0,38.9,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,,,
,Pianobaren,2022-03-05 13:54:21,Python,,0.0,0.0,0.0,2.0,131.0,Python,1.0,written by chatgpt,Pianobaren\7e5e2bab933962541a736ad1e914c3dfc8bb766a\recordsong2.py,,file,,1.0,,"[1,135]",135.0,,,,,,,1.0,0.0,[],[],[],0.0,[],[],[],0.0,,,,[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.0,alana-utilities,2024-04-11 12:35:25,Python,2,1.0,2.0,15.0,3.0,161.0,Python,85.0,written by chatgpt,alana-utilities\498cda62e5637fd42ff6e16af2c8cdb1d367748a\alana\color.py,,method,,24.0,,"[86,137]",52.0,,,,,,,1.0,0.0,[],[],[],0.0,[],[],[],0.0,,,,[],[],[],1776.0,1217.0,411.0,53.0,2.0,8.0,26.2,431.0,174.0,4.0,2.0,9.8,0.0,0.0,3.0,16.0,0.0,103.0,57.0,1.94,1.08,53.0,43.0,9.0,0.0,0.0,1.0,15.7,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,
42.0,Bird-monitoring-with-NIR-illumination,2023-03-17 08:37:59,Python,,0.0,0.0,0.0,1.0,29.0,Python,1.0,written by chatgpt,Bird-monitoring-with-NIR-illumination\405a427331d05e4be801557220cda78163e5bdeb\readH264Frames.py,,file,,0.0,,"[1,93]",93.0,,,,,,,1.0,0.0,[],[],[],0.0,[],[],[],0.0,,,,[],[],[],791.0,412.0,410.0,19.0,0.0,11.0,28.6,165.0,82.0,2.0,1.0,10.4,0.0,1.0,8.0,31.0,0.3,58.0,59.0,3.05,3.11,93.0,54.0,54.0,4.0,0.0,1.0,23.9,17.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,16.0,22.0,4.0,5.5,,,
