index,project_name,create_time,project_language,contributor,star,fork,issues,watch,project_commits,code_language,keyword_index,matched_keyword,url_of_first_file_commit,path_of_first_file_commit,final_change_commit_path,code_granularity_data,code_func_type,number_of_bug_or_vulnerability_all_commit,comments,start_end_line_data,first_loc,final_start_end_line_data,final_loc_add,final_loc_minus,final_change_type,test_code_data,regular_expression_data,number_of_commits,number_of_change_commit_to_first,change_commit_to_first_index,change_commit_to_first_hash,change_commit_to_first_blocks,number_of_all_change_commit,all_change_commit_index,all_change_commit_hash,all_change_commit_blocks,number_of_all_change_fix_commit,real_fixed_commit_number,real_fixed_commit_hash,real_fixed_commit_reason,all_change_fix_commit_index,all_change_fix_commit_hash,all_change_fix_commit_blocks,project_lines,project_locs,project_statements,project_functions,project_classes,project_files,project_density_comments,project_comments,project_duplicated_lines,project_duplicated_blocks,project_duplicated_files,project_duplicated_lines_density,project_vulnerability,project_bugs,project_code_smells,project_sqale_index,project_sqale_debt_ratio,project_complexity_all,project_cognitive_complexity_all,project_complexity_mean_method,project_cognitive_complexity_mean_method,code_lines,code_locs,code_statements,code_functions,code_classes,code_files,code_density_comments,code_comments,code_duplicated_lines,code_duplicated_blocks,code_duplicated_files,code_duplicated_lines_density,code_code_smells,code_sqale_index,code_sqale_debt_ratio,code_complexity_all,code_cognitive_complexity_all,code_complexity_mean_method,code_cognitive_complexity_mean_method,manual_vs_gpt_loc_ratio,manual_vs_gpt_change_commit_ratio,manual_vs_gpt_change_fix_commit_ratio
41,JavaWorks,2023/10/23 10:57,Java,,0,0,0,1,52,Java,37,written by copilot,https://github.com/siddarthsingotam/JavaWorks/blob/a7678a260db4c51332c5dac900306feb1fd70ba7/src/OOPs/Module4/Part2/Task1/Calculator.java,JavaWorks\a7678a260db4c51332c5dac900306feb1fd70ba7\src\OOPs\Module4\Part2\Task1\Calculator.java,JavaWorks\ebacd6829e534eeaaaea83aba0a9c45aecd5cf1e\src\OOPs\Module4\Part2\Task1\Calculator.java,method,Business logic,0,,"[38,46]",9,"[38,47]",1,0,,,,3,2,"[-2, -3]","['d8384b382135fed702f13404d317a2d742082ec1', 'ebacd6829e534eeaaaea83aba0a9c45aecd5cf1e']","[[{'highest_ratio': 0.9473684210526315, 'best_match_position': (38, 46)}], [{'highest_ratio': 0.9125475285171103, 'best_match_position': (38, 46)}]]",2,"[-2, -3]","['d8384b382135fed702f13404d317a2d742082ec1', 'ebacd6829e534eeaaaea83aba0a9c45aecd5cf1e']","[[{'highest_ratio': 0.9473684210526315, 'best_match_position': (38, 46)}], [{'highest_ratio': 0.9125475285171103, 'best_match_position': (38, 46)}]]",0,,,,[],[],[],3652,2566,1174,339,103,103,8.7,245,589,39,23,16.1,0,10,536,5456,7.1,476,246,1.4,0.73,10,9,7,1,1,1,21.4,3,0,0,0,0,5,45,13.6,1,0,1,0,,,
39,java-rest-api-assessment-tosimiadesoye,2023/10/10 18:57,Java,2,0,1,34,0,35,Java,187,generated by chatgpt,https://github.com/cbfacademy-admin/java-rest-api-assessment-tosimiadesoye/blob/b30c66a7a3756665c5f7dc60b71620c577070b2f/src/main/java/com/cbfacademy/apiassessment/fitnessPlanner/PersonalisedFitnessPlan.java,java-rest-api-assessment-tosimiadesoye\b30c66a7a3756665c5f7dc60b71620c577070b2f\src\main\java\com\cbfacademy\apiassessment\fitnessPlanner\PersonalisedFitnessPlan.java,java-rest-api-assessment-tosimiadesoye\eaf8e3361ae4115e1b74afbf45ea38d817346d9f\src\main\java\com\cbfacademy\apiassessment\fitnessPlanner\PersonalisedFitnessPlan.java,method,Data processing and transformation,4,,"[193,212]",20,"[169,189]",1,0,Refactoring,,,10,9,"[-2, -3, -4, -5, -6, -7, -8, -9, -10]","['525b2512df468d9cac1f0a48e0411778e6113b75', '7b809e45f4e0c1e008974d3e45a261d6ef8effd9', '383d9148469301f988d6e0fe2cd0e62a832b1033', '789e3d12ff6ad138986df26352a6d2fa150ae6ab', '9ab2913326f5ae8e9ea5337fff9c9af88da4974e', '0fefbda2d5b17d9481aa8e851f17a9e5d020dea8', 'c34b74874cbf054af78298dd14991ecf219082e9', 'eaf8e3361ae4115e1b74afbf45ea38d817346d9f', 'd93543640c31f8eef4ef1420033557b67a121fca']","[[{'highest_ratio': 0.9686457638425617, 'best_match_position': (212, 231)}], [{'highest_ratio': 0.96271637816245, 'best_match_position': (211, 230)}], [{'highest_ratio': 0.9345794392523364, 'best_match_position': (142, 161)}], [{'highest_ratio': 0.9345794392523364, 'best_match_position': (138, 157)}], [{'highest_ratio': 0.9345794392523364, 'best_match_position': (138, 157)}], [{'highest_ratio': 0.9278489548213081, 'best_match_position': (144, 163)}], [{'highest_ratio': 0.9278489548213081, 'best_match_position': (152, 171)}], [{'highest_ratio': 0.9191374663072777, 'best_match_position': (169, 188)}], [{'highest_ratio': 0.9191374663072777, 'best_match_position': (149, 168)}]]",5,"[-2, -3, -4, -7, -9]","['525b2512df468d9cac1f0a48e0411778e6113b75', '7b809e45f4e0c1e008974d3e45a261d6ef8effd9', '383d9148469301f988d6e0fe2cd0e62a832b1033', '0fefbda2d5b17d9481aa8e851f17a9e5d020dea8', 'eaf8e3361ae4115e1b74afbf45ea38d817346d9f']","[[{'highest_ratio': 0.9686457638425617, 'best_match_position': (212, 231)}], [{'highest_ratio': 0.96271637816245, 'best_match_position': (211, 230)}], [{'highest_ratio': 0.9345794392523364, 'best_match_position': (142, 161)}], [{'highest_ratio': 0.9278489548213081, 'best_match_position': (144, 163)}], [{'highest_ratio': 0.9191374663072777, 'best_match_position': (169, 188)}]]",0,,,,[],[],[],1588,1087,321,143,30,27,5.3,61,0,0,0,0,0,0,76,538,1.6,151,33,1.06,0.23,21,11,7,2,1,1,18.8,3,0,0,0,0,2,15,3.8,2,0,1,0,,,
7,IST311ReviewQuiz,2023/9/6 15:13,Java,,0,0,0,1,2,Java,2,generated by chatgpt,https://github.com/smbillah/IST311ReviewQuiz/blob/7a10e49d3b74c7c768e4b90f1f68402b25fe0066/src/main/java/Book.java,IST311ReviewQuiz\7a10e49d3b74c7c768e4b90f1f68402b25fe0066\src\main\java\Book.java,IST311ReviewQuiz\218bc45da30332d0824e7b4c265d2a36c55f8a14\src\main\java\Book.java,file,Business logic,0,,"[1,37]",37,"[1,37]",0,0,Optimization,,,2,1,[-2],['218bc45da30332d0824e7b4c265d2a36c55f8a14'],"[[{'highest_ratio': 0.997737556561086, 'best_match_position': (1, 37)}]]",1,[-2],['218bc45da30332d0824e7b4c265d2a36c55f8a14'],"[[{'highest_ratio': 0.997737556561086, 'best_match_position': (1, 37)}]]",0,,,,[],[],[],83,59,27,7,3,3,0,0,0,0,0,0,0,0,16,150,8.5,7,2,1,0.29,37,27,12,3,1,1,0,0,0,0,0,0,3,30,3.7,5,2,1.666666667,0.666666667,,,
140,IDATT1003-TrainDispatchSystem,2023/10/17 11:47,Java,,1,0,0,0,137,Java,149,generated by copilot,https://github.com/jhub04/IDATT1003-TrainDispatchSystem/blob/a69a5390843f3dcc8ee5b88080090d61bf813192/src/main/java/edu/ntnu/stud/TrainDepartureRegister.java,IDATT1003-TrainDispatchSystem\a69a5390843f3dcc8ee5b88080090d61bf813192\src\main\java\edu\ntnu\stud\TrainDepartureRegister.java,IDATT1003-TrainDispatchSystem\94b4bf375f519567c499db0656c4ab977769ced8\src\main\java\edu\ntnu\stud\TrainDepartureRegister.java,method,Data processing and transformation,23,,"[150,152]",3,"[199,204]",3,0,Feature addition,,,12,3,"[-10, -11, -12]","['94b4bf375f519567c499db0656c4ab977769ced8', 'edc2f8f85140e4e99f3a1645d1f71e1bf684a60f', '9b3043b4831ab36e347466499cb7a2fccaa03791']","[[{'highest_ratio': 0.5945945945945946, 'best_match_position': (263, 265)}], [{'highest_ratio': 0.5945945945945946, 'best_match_position': (263, 265)}], [{'highest_ratio': 0.5945945945945946, 'best_match_position': (263, 265)}]]",1,[-10],['94b4bf375f519567c499db0656c4ab977769ced8'],"[[{'highest_ratio': 0.5945945945945946, 'best_match_position': (263, 265)}]]",0,,,,[],[],[],1658,1048,457,102,17,7,17.2,217,28,2,1,1.7,0,0,75,743,2.4,207,143,2.03,1.4,4,3,2,1,1,1,0,0,0,0,0,0,2,15,10,2,0,2,0,,,
4,ICS4U-Unit-1-01-Java,2024/2/20 2:02,Java,,0,0,0,1,11,Java,33,generated by chatgpt,https://github.com/Curtis-Edwards/ICS4U-Unit-1-01-Java/blob/a0881c161389099eb0a79d1bc1bd46efef5273d4/LogTruck.java,ICS4U-Unit-1-01-Java\a0881c161389099eb0a79d1bc1bd46efef5273d4\LogTruck.java,ICS4U-Unit-1-01-Java\ff9925629444d75fb516d6c29fdcc3f3d4a85175\LogTruck.java,method,Data processing and transformation,1,,"[31,49]",19,"[34,55]",3,0,Feature addition,,,5,4,"[-2, -3, -4, -5]","['2295ca4dbce0ee2ac618fcff802143a6c1f065b0', 'ced9e0432fdd6b30e843633ebab602c5434db8f3', 'ff9925629444d75fb516d6c29fdcc3f3d4a85175', '222ad1950a8ebeee56d99cfe897b69ae7bdeeec2']","[[{'highest_ratio': 0.7915492957746478, 'best_match_position': (31, 49)}], [{'highest_ratio': 0.7200577200577201, 'best_match_position': (31, 49)}], [{'highest_ratio': 0.7749287749287749, 'best_match_position': (34, 52)}], [{'highest_ratio': 0.7749287749287749, 'best_match_position': (34, 52)}]]",3,"[-2, -3, -4]","['2295ca4dbce0ee2ac618fcff802143a6c1f065b0', 'ced9e0432fdd6b30e843633ebab602c5434db8f3', 'ff9925629444d75fb516d6c29fdcc3f3d4a85175']","[[{'highest_ratio': 0.7915492957746478, 'best_match_position': (31, 49)}], [{'highest_ratio': 0.7200577200577201, 'best_match_position': (31, 49)}], [{'highest_ratio': 0.7749287749287749, 'best_match_position': (34, 52)}]]",0,,,,[],[],[],60,16,8,2,1,2,33.3,8,0,0,0,0,0,0,5,45,9.4,2,0,1,0,20,9,7,1,1,1,15.4,2,0,0,0,0,5,45,13.6,1,0,1,0,,,
136,GPD_Projekt,2023/5/26 8:34,Java,,0,0,0,1,34,Java,19,generated by copilot,https://github.com/Ainges/GPD_Projekt/blob/703df19db6fa50af59690a6fce0c122372c185d9/src/main/java/de/thi/services/OutputUser.java,GPD_Projekt\703df19db6fa50af59690a6fce0c122372c185d9\src\main\java\de\thi\services\OutputUser.java,GPD_Projekt\36bc90a234bd2ffd2344bc234a2ec6e6b4bab030\src\main\java\de\thi\services\OutputUser.java,statement,Business logic,6,,"[20,28]",9,"[21,29]",0,0,,,,7,4,"[-4, -5, -6, -7]","['36bc90a234bd2ffd2344bc234a2ec6e6b4bab030', '84e9f23b31f22b516556b126e209320186b07605', 'e2ac90304d17a5db916fd5106276487c47d1b693', '3d9c4928de81a0f4990bee27ab6446ee745cb87d']","[[{'highest_ratio': 0.9099307159353349, 'best_match_position': (20, 28)}], [{'highest_ratio': 0.9099307159353349, 'best_match_position': (20, 28)}], [{'highest_ratio': 0.9099307159353349, 'best_match_position': (21, 29)}], [{'highest_ratio': 0.9099307159353349, 'best_match_position': (24, 32)}]]",1,[-4],['36bc90a234bd2ffd2344bc234a2ec6e6b4bab030'],"[[{'highest_ratio': 0.9099307159353349, 'best_match_position': (20, 28)}]]",0,,,,[],[],[],231,124,47,20,3,3,8.1,11,0,0,0,0,0,0,3,12,0.3,21,1,1.05,0.05,12,8,8,0,0,1,0,0,0,0,0,0,1,10,2.8,0,0,,,,,
2,Figura,2023/7/15 21:32,Java,47,146,38,39,4,1567,Java,176,generated by chatgpt,https://github.com/FiguraMC/Figura/blob/46108431382ac91ed18971693adcfaff18c388bd/common/src/main/java/org/figuramc/figura/utils/MathUtils.java,Figura\46108431382ac91ed18971693adcfaff18c388bd\common\src\main\java\org\figuramc\figura\utils\MathUtils.java,Figura\40478c26b1849b86717e03d9e62819365314cc6d\common\src\main\java\org\figuramc\figura\utils\MathUtils.java,method,Algorithm and data structure,467,,"[177,200]",24,"[177,200]",0,0,Style adjustment,,,3,2,"[-2, -3]","['40478c26b1849b86717e03d9e62819365314cc6d', '21abcfedc0135f7a0e6d50085e2b55f152aa28d8']","[[{'highest_ratio': 0.9994334277620397, 'best_match_position': (177, 200)}], [{'highest_ratio': 0.9994334277620397, 'best_match_position': (177, 200)}]]",1,[-2],['40478c26b1849b86717e03d9e62819365314cc6d'],"[[{'highest_ratio': 0.9994334277620397, 'best_match_position': (177, 200)}]]",0,,,,[],[],[],51032,40562,16914,3542,433,332,4.8,2035,882,50,22,1.7,0,133,1536,12074,1,8180,5460,2.31,1.54,25,20,15,2,1,1,4.3,1,0,0,0,0,3,20,3,4,3,2,1.5,,,
20,DrTech,2024/1/26 8:09,Java,2,3,0,0,1,116,Java,50,written by chatgpt,https://github.com/GTQT/DrTech/blob/a61b2551ad3bdcf937ca2d0df165f7f6098845cc/src/main/java/com/drppp/drtech/Tile/TileEntityHomoEye.java,DrTech\a61b2551ad3bdcf937ca2d0df165f7f6098845cc\src\main\java\com\drppp\drtech\Tile\TileEntityHomoEye.java,DrTech\0bbf5c93ab286aa566adf2edc11a8c4aa2c3b837\src\main\java\com\drppp\drtech\Tile\TileEntityHomoEye.java,method,Data processing and transformation,9,,"[51,61]",11,"[51,59]",0,2,Refactoring,,,2,1,[-2],['0bbf5c93ab286aa566adf2edc11a8c4aa2c3b837'],"[[{'highest_ratio': 0.5015873015873016, 'best_match_position': (49, 59)}]]",1,[-2],['0bbf5c93ab286aa566adf2edc11a8c4aa2c3b837'],"[[{'highest_ratio': 0.5015873015873016, 'best_match_position': (49, 59)}]]",0,,,,[],[],[],21917,18715,7131,1482,242,215,2.3,432,1775,127,36,8.1,0,16,1376,14155,2.5,3213,2770,2.17,1.87,12,11,9,1,1,1,0,0,0,0,0,0,4,30,7.7,2,0,2,0,,,
143,dfa-challenge-3-address-book,2024/2/19 13:22,Java,2,0,0,0,1,44,Java,72,generated by copilot,https://github.com/chantalsantos7/dfa-challenge-3-address-book/blob/19800f175f6e5b056968f5f701493801502b57d7/src/main/java/com/challenges/addressbook/AddressBook.java,dfa-challenge-3-address-book\19800f175f6e5b056968f5f701493801502b57d7\src\main\java\com\challenges\addressbook\AddressBook.java,dfa-challenge-3-address-book\122580a743634bf2f5eb82f92cacc3ea9f7028f4\src\main\java\com\challenges\addressbook\AddressBook.java,method,Business logic,2,,"[70,86]",17,"[70,154]",68,0,Feature addition,,,10,9,"[-2, -3, -4, -5, -6, -7, -8, -9, -10]","['eabd0a7ca06f8b89e40619cf486a3fdf29695072', '8296844e2e31981b9cfb97d239b25ee45fea736f', '8bc57e411577d596c31cdab7c0b067410a9c9223', '50b5be56efcc2a6303adb1cbb5ee509719e3bfb6', '3e4ae7ddcb87a18438bef6bdacc5d561323cf7f9', 'f95710850e52c46052d842ee341d9954f4a4b289', '11b38a1cadadd0277b66d3ed17dc0137af8fc6be', '122580a743634bf2f5eb82f92cacc3ea9f7028f4', 'e77eedbfc2e219c49777cc6886a58e9429e02b5a']","[[{'highest_ratio': 0.9354838709677419, 'best_match_position': (71, 87)}], [{'highest_ratio': 0.9354838709677419, 'best_match_position': (73, 89)}], [{'highest_ratio': 0.9163934426229509, 'best_match_position': (73, 89)}], [{'highest_ratio': 0.9354838709677419, 'best_match_position': (73, 89)}], [{'highest_ratio': 0.9354838709677419, 'best_match_position': (70, 86)}], [{'highest_ratio': 0.9354838709677419, 'best_match_position': (85, 101)}], [{'highest_ratio': 0.9141055949566588, 'best_match_position': (117, 133)}], [{'highest_ratio': 0.8955223880597015, 'best_match_position': (117, 133)}], [{'highest_ratio': 0.8955223880597015, 'best_match_position': (117, 133)}]]",5,"[-2, -4, -5, -8, -9]","['eabd0a7ca06f8b89e40619cf486a3fdf29695072', '8bc57e411577d596c31cdab7c0b067410a9c9223', '50b5be56efcc2a6303adb1cbb5ee509719e3bfb6', '11b38a1cadadd0277b66d3ed17dc0137af8fc6be', '122580a743634bf2f5eb82f92cacc3ea9f7028f4']","[[{'highest_ratio': 0.9354838709677419, 'best_match_position': (71, 87)}], [{'highest_ratio': 0.9163934426229509, 'best_match_position': (73, 89)}], [{'highest_ratio': 0.9354838709677419, 'best_match_position': (73, 89)}], [{'highest_ratio': 0.9141055949566588, 'best_match_position': (117, 133)}], [{'highest_ratio': 0.8955223880597015, 'best_match_position': (117, 133)}]]",0,,,,[],[],[],670,525,154,52,17,8,5.7,32,0,0,0,0,0,0,13,102,0.6,128,40,2.46,0.77,18,16,8,1,1,1,5.3,1,0,0,0,0,3,20,3.7,6,9,6,9,,,
109,CarsRUs,2023/8/28 11:42,Java,,0,0,0,1,10,Java,9,generated by chatgpt,https://github.com/Hoejhus/CarsRUs/blob/1052743e668150fbb843f2a664c3337a819ad14e/src/main/java/dat3/car/config/MemberTestDataFactory.java,CarsRUs\1052743e668150fbb843f2a664c3337a819ad14e\src\main\java\dat3\car\config\MemberTestDataFactory.java,CarsRUs\2af5ef372a2e0704511b4b7f3904ee5d927d724e\src\main\java\dat3\car\config\MemberTestDataFactory.java,file,Data processing and transformation,1,,"[1,45]",45,"[1,45]",0,0,Feature addition,,,2,1,[-2],['2af5ef372a2e0704511b4b7f3904ee5d927d724e'],"[[{'highest_ratio': 0.9906067529829906, 'best_match_position': (1, 45)}]]",1,[-2],['2af5ef372a2e0704511b4b7f3904ee5d927d724e'],"[[{'highest_ratio': 0.9906067529829906, 'best_match_position': (1, 45)}]]",0,,,,[],[],[],698,509,164,43,16,16,10.2,58,0,0,0,0,0,2,49,379,2.5,53,7,1.23,0.16,45,27,18,1,1,1,25,9,0,0,0,0,3,20,2.5,2,1,2,1,,,
87,cars3_week,2023/9/10 10:35,Java,2,0,0,0,1,30,Java,9,generated by chatgpt,https://github.com/Mastore84/cars3_week/blob/3cc5daf25cda458b90de4ec62b352a37cd7e6e7f/src/main/java/dat3/car/config/MemberTestDataFactory.java,cars3_week\3cc5daf25cda458b90de4ec62b352a37cd7e6e7f\src\main\java\dat3\car\config\MemberTestDataFactory.java,cars3_week\e86a74cbd3b6d165fe581ddb21e3f89e7318c900\src\main\java\dat3\car\config\MemberTestDataFactory.java,file,Data processing and transformation,3,,"[1,45]",45,"[1,45]",0,0,Feature addition,,,2,1,[-2],['e86a74cbd3b6d165fe581ddb21e3f89e7318c900'],"[[{'highest_ratio': 0.9946524064171123, 'best_match_position': (1, 45)}]]",1,[-2],['e86a74cbd3b6d165fe581ddb21e3f89e7318c900'],"[[{'highest_ratio': 0.9946524064171123, 'best_match_position': (1, 45)}]]",0,,,,[],[],[],269,192,47,8,9,9,9.4,20,0,0,0,0,0,2,26,187,3.2,10,2,1.25,0.25,45,27,18,1,1,1,25,9,0,0,0,0,3,20,2.5,2,1,2,1,,,
12,cars,2023/8/20 12:36,Java,,0,0,0,1,46,Java,8,generated by chatgpt,https://github.com/Gi5lund/cars/blob/3919717e51fc8d05d63c304dfd2d46a12ad0a2fa/src/main/java/dat3/car/config/CarTestDataFactory.java,cars\3919717e51fc8d05d63c304dfd2d46a12ad0a2fa\src\main\java\dat3\car\config\CarTestDataFactory.java,cars\b49d161ca6efa47b21e3ad0375aa7991baad5737\src\main\java\dat3\car\config\CarTestDataFactory.java,file,Data processing and transformation,1,,"[1,49]",49,"[1,51]",2,0,Feature addition,,,5,4,"[-2, -3, -4, -5]","['aca4b32e1c8cc95723345e3cbd03aaab440c5bd7', '2e555f12daf4828fc8f6d138d4430ef827315b36', '400e2eda37cb05b29059126567b0c4990ca706f9', 'b49d161ca6efa47b21e3ad0375aa7991baad5737']","[[{'highest_ratio': 0.9949367088607595, 'best_match_position': (1, 50)}], [{'highest_ratio': 0.9997456118036123, 'best_match_position': (1, 50)}], [{'highest_ratio': 0.9954407294832827, 'best_match_position': (1, 51)}], [{'highest_ratio': 0.9964503042596349, 'best_match_position': (1, 51)}]]",4,"[-2, -3, -4, -5]","['aca4b32e1c8cc95723345e3cbd03aaab440c5bd7', '2e555f12daf4828fc8f6d138d4430ef827315b36', '400e2eda37cb05b29059126567b0c4990ca706f9', 'b49d161ca6efa47b21e3ad0375aa7991baad5737']","[[{'highest_ratio': 0.9949367088607595, 'best_match_position': (1, 50)}], [{'highest_ratio': 0.9997456118036123, 'best_match_position': (1, 50)}], [{'highest_ratio': 0.9954407294832827, 'best_match_position': (1, 51)}], [{'highest_ratio': 0.9964503042596349, 'best_match_position': (1, 51)}]]",0,,,,[],[],[],1004,714,210,58,20,20,15.4,130,0,0,0,0,0,2,58,422,2,77,9,1.33,0.16,49,34,10,1,1,1,17.1,7,0,0,0,0,3,20,2,2,1,2,1,,,
95,cars,2023/8/20 12:36,Java,,0,0,0,1,46,Java,9,generated by chatgpt,https://github.com/Gi5lund/cars/blob/3919717e51fc8d05d63c304dfd2d46a12ad0a2fa/src/main/java/dat3/car/config/MemberTestDataFactory.java,cars\3919717e51fc8d05d63c304dfd2d46a12ad0a2fa\src\main\java\dat3\car\config\MemberTestDataFactory.java,cars\9c530c4483659177380bb31462073d52f1092a21\src\main\java\dat3\car\config\MemberTestDataFactory.java,file,Data processing and transformation,1,,"[1,44]",44,"[1,44]",0,0,Feature addition,,,2,1,[-2],['9c530c4483659177380bb31462073d52f1092a21'],"[[{'highest_ratio': 0.989841104454285, 'best_match_position': (1, 44)}]]",1,[-2],['9c530c4483659177380bb31462073d52f1092a21'],"[[{'highest_ratio': 0.989841104454285, 'best_match_position': (1, 44)}]]",0,,,,[],[],[],1004,714,210,58,20,20,15.4,130,0,0,0,0,0,2,58,422,2,77,9,1.33,0.16,44,27,18,1,1,1,25,9,0,0,0,0,3,20,2.5,2,1,2,1,,,
73,2023-compilers-coding-0,2023/2/26 8:08,Java,,3,1,0,0,27,Java,35,generated by chatgpt,https://github.com/courses-at-nju-by-hfwei/2023-compilers-coding-0/blob/6680ddc2d7593fc56b9f6eb6c08c410e8bf34799/src/main/java/parser/allstar/exprprec/ExprPrecTest.java,2023-compilers-coding-0\6680ddc2d7593fc56b9f6eb6c08c410e8bf34799\src\main\java\parser\allstar\exprprec\ExprPrecTest.java,2023-compilers-coding-0\8c041c1cb10259838b7b0eb62988245dd293972f\src\main\java\parser\allstar\exprprec\ExprPrecTest.java,statement,User interface,1,,"[36,48]",13,"[37,49]",0,0,,,,2,1,[-2],['8c041c1cb10259838b7b0eb62988245dd293972f'],"[[{'highest_ratio': 0.9711934156378601, 'best_match_position': (37, 49)}]]",1,[-2],['8c041c1cb10259838b7b0eb62988245dd293972f'],"[[{'highest_ratio': 0.9711934156378601, 'best_match_position': (37, 49)}]]",0,,,,[],[],[],1266,964,387,95,30,31,4.3,43,111,9,4,8.8,0,0,44,428,1.5,154,97,1.62,1.02,16,10,9,0,0,1,0,0,0,0,0,0,1,10,2.4,0,0,,,,,
0,chatAir,2023/10/9 7:34,Java,15,304,18,6,5,541,Java,15,coded by gpt4,https://github.com/flyun/chatAir/blob/bb656b0042247a7fcad3b55b80772b9546e16a0c/markwon-core/src/main/java/io/noties/markwon/code/languages/SQLLanguage.java,chatAir\bb656b0042247a7fcad3b55b80772b9546e16a0c\markwon-core\src\main\java\io\noties\markwon\code\languages\SQLLanguage.java,,file,Framework and library,162,,"[1,87]",87,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],1175164,938371,527812,48554,7167,2491,6.1,61316,82547,6693,620,7,9,1122,46413,642008,2.3,232913,325491,4.8,6.7,87,68,20,8,1,1,2.9,2,0,0,0,0,2,10,0.5,15,2,1.875,0.25,,,
1,chatAir,2023/10/9 7:34,Java,15,304,18,6,5,541,Java,4,coded by gpt4,https://github.com/flyun/chatAir/blob/bb656b0042247a7fcad3b55b80772b9546e16a0c/markwon-core/src/main/java/io/noties/markwon/code/languages/ObjectiveCLanguage.java,chatAir\bb656b0042247a7fcad3b55b80772b9546e16a0c\markwon-core\src\main\java\io\noties\markwon\code\languages\ObjectiveCLanguage.java,,file,Framework and library,162,,"[1,104]",104,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],1175164,938371,527812,48554,7167,2491,6.1,61316,82547,6693,620,7,9,1122,46413,642008,2.3,232913,325491,4.8,6.7,104,87,26,6,1,1,2.2,2,0,0,0,0,1,3,0.1,17,2,2.833333333,0.333333333,,,
2,chatAir,2023/10/9 7:34,Java,15,304,18,6,5,541,Java,15,coded by gpt4,https://github.com/flyun/chatAir/blob/bb656b0042247a7fcad3b55b80772b9546e16a0c/markwon-core/src/main/java/io/noties/markwon/code/languages/SwiftLanguage.java,chatAir\bb656b0042247a7fcad3b55b80772b9546e16a0c\markwon-core\src\main\java\io\noties\markwon\code\languages\SwiftLanguage.java,,file,Framework and library,162,,"[1,111]",111,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],1175164,938371,527812,48554,7167,2491,6.1,61316,82547,6693,620,7,9,1122,46413,642008,2.3,232913,325491,4.8,6.7,111,92,26,8,1,1,2.1,2,0,0,0,0,3,15,0.5,17,2,2.125,0.25,,,
3,chatAir,2023/10/9 7:34,Java,15,304,18,6,5,541,Java,15,coded by gpt4,https://github.com/flyun/chatAir/blob/bb656b0042247a7fcad3b55b80772b9546e16a0c/markwon-core/src/main/java/io/noties/markwon/code/languages/CSharpLanguage.java,chatAir\bb656b0042247a7fcad3b55b80772b9546e16a0c\markwon-core\src\main\java\io\noties\markwon\code\languages\CSharpLanguage.java,,file,Framework and library,162,,"[1,191]",191,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],1175164,938371,527812,48554,7167,2491,6.1,61316,82547,6693,620,7,9,1122,46413,642008,2.3,232913,325491,4.8,6.7,191,173,31,8,1,1,1.1,2,0,0,0,0,3,24,0.5,22,2,2.75,0.25,,,
1,HoldemHandHistory,2024/1/17 1:02,Java,,0,0,0,1,4,Java,18,created by chatgpt,https://github.com/happyfool1/HoldemHandHistory/blob/ad1bd61d3a968d19034c31f2328a60cdabc56106/PlayerBetSizeReports2.java,HoldemHandHistory\ad1bd61d3a968d19034c31f2328a60cdabc56106\PlayerBetSizeReports2.java,,file,User interface,0,,"[1,398]",398,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],42342,29171,15446,1018,89,76,24.5,9474,6645,333,43,15.7,0,55,2930,25545,2.9,3774,4547,3.71,4.47,398,301,232,12,1,1,9.3,31,115,10,1,28.9,33,324,3.6,50,80,4.166666667,6.666666667,,,
3,10862CenterStage,2023/9/27 3:22,Java,5,0,0,0,0,250,Java,48,created by chatgpt,https://github.com/FTC-10862-Nebula/10862CenterStage/blob/f89d198a5162466aea75b91f9ba07a203bee6f76/TeamCode/src/main/java/org/firstinspires/ftc/teamcode/subsystems/sensor/Potentiometer.java,10862CenterStage\f89d198a5162466aea75b91f9ba07a203bee6f76\TeamCode\src\main\java\org\firstinspires\ftc\teamcode\subsystems\sensor\Potentiometer.java,,method,Data processing and transformation,12,,"[48,60]",13,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],20472,12175,4967,929,254,200,20.7,3169,1714,103,50,8.4,0,16,1613,14703,4,1848,1147,1.99,1.23,14,11,11,1,1,1,18.8,3,0,0,0,0,4,20,5.1,3,3,3,3,,,
