index,project_name,create_time,project_language,contributor,star,fork,issues,watch,project_commits,code_language,keyword_index,matched_keyword,path_of_first_file_commit,final_change_commit_path,code_granularity_data,code_func_type,number_of_bug_or_vulnerability_all_commit,comments,start_end_line_data,first_loc,final_start_end_line_data,final_loc_add,final_loc_minus,final_change_type,test_code_data,regular_expression_data,number_of_commits,number_of_change_commit_to_first,change_commit_to_first_index,change_commit_to_first_hash,change_commit_to_first_blocks,number_of_all_change_commit,all_change_commit_index,all_change_commit_hash,all_change_commit_blocks,number_of_all_change_fix_commit,real_fixed_commit_number,real_fixed_commit_hash,real_fixed_commit_reason,all_change_fix_commit_index,all_change_fix_commit_hash,all_change_fix_commit_blocks,project_lines,project_locs,project_statements,project_functions,project_classes,project_files,project_density_comments,project_comments,project_duplicated_lines,project_duplicated_blocks,project_duplicated_files,project_duplicated_lines_density,project_vulnerability,project_bugs,project_code_smells,project_sqale_index,project_sqale_debt_ratio,project_complexity_all,project_cognitive_complexity_all,project_complexity_mean_method,project_cognitive_complexity_mean_method,code_lines,code_locs,code_statements,code_functions,code_classes,code_files,code_density_comments,code_comments,code_duplicated_lines,code_duplicated_blocks,code_duplicated_files,code_duplicated_lines_density,code_code_smells,code_sqale_index,code_sqale_debt_ratio,code_complexity_all,code_cognitive_complexity_all,code_complexity_mean_method,code_cognitive_complexity_mean_method,manual_vs_gpt_loc_ratio,manual_vs_gpt_change_commit_ratio,manual_vs_gpt_change_fix_commit_ratio
36,C206_CaseStudy,2023-07-22 00:06:49,Java,5,0,0,0,1,58,Java,8,generated by chatgpt,C206_CaseStudy\2c85fb13aceaa450b7732069cb808effef0ff1ab\C206_CaseStudy\src\C206_CaseStudy.java,,statement,,0,,"[8,8]",1,,,,,,,3,0,[],[],[],0,[],[],[],0,,,,[],[],[],714.0,537.0,282.0,67.0,9.0,9.0,11.4,69.0,0.0,0.0,0.0,0.0,0.0,2.0,99.0,937.0,5.8,112.0,49.0,1.67,0.73,4.0,1.0,1.0,0.0,0.0,1.0,16.7,1.0,0.0,0.0,0.0,0.0,3.0,30.0,20.0,0.0,0.0,0.0,0.0,,,
37,COSC10,2023-07-11 12:12:36,Java,,0,0,0,1,19,Java,103,generated by chatgpt,COSC10\720f7e2fc0a6f94a1e0392c60f8ac658dc1fbf59\Practice Problems\final practice problem solutoins\ChatServerCommunicator.java,,statement,,0,,"[103,103]",1,,,,,,regular expression,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],278.0,217.0,133.0,12.0,4.0,4.0,9.6,23.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,187.0,2.9,43.0,56.0,3.58,4.67,4.0,1.0,1.0,0.0,0.0,1.0,16.7,1.0,0.0,0.0,0.0,0.0,3.0,30.0,20.0,0.0,0.0,0.0,0.0,,,
39,java-rest-api-assessment-tosimiadesoye,2023-10-10 18:57:08,Java,2,0,1,34,0,35,Java,187,generated by chatgpt,java-rest-api-assessment-tosimiadesoye\b30c66a7a3756665c5f7dc60b71620c577070b2f\src\main\java\com\cbfacademy\apiassessment\fitnessPlanner\PersonalisedFitnessPlan.java,java-rest-api-assessment-tosimiadesoye\eaf8e3361ae4115e1b74afbf45ea38d817346d9f\src\main\java\com\cbfacademy\apiassessment\fitnessPlanner\PersonalisedFitnessPlan.java,method,,4,,"[193,212]",20,,,,,,,10,9,"[-2, -3, -4, -5, -6, -7, -8, -9, -10]","['525b2512df468d9cac1f0a48e0411778e6113b75', '7b809e45f4e0c1e008974d3e45a261d6ef8effd9', '383d9148469301f988d6e0fe2cd0e62a832b1033', '789e3d12ff6ad138986df26352a6d2fa150ae6ab', '9ab2913326f5ae8e9ea5337fff9c9af88da4974e', '0fefbda2d5b17d9481aa8e851f17a9e5d020dea8', 'c34b74874cbf054af78298dd14991ecf219082e9', 'eaf8e3361ae4115e1b74afbf45ea38d817346d9f', 'd93543640c31f8eef4ef1420033557b67a121fca']","[[{'highest_ratio': 0.9686457638425617, 'best_match_position': (212, 231)}], [{'highest_ratio': 0.96271637816245, 'best_match_position': (211, 230)}], [{'highest_ratio': 0.9345794392523364, 'best_match_position': (142, 161)}], [{'highest_ratio': 0.9345794392523364, 'best_match_position': (138, 157)}], [{'highest_ratio': 0.9345794392523364, 'best_match_position': (138, 157)}], [{'highest_ratio': 0.9278489548213081, 'best_match_position': (144, 163)}], [{'highest_ratio': 0.9278489548213081, 'best_match_position': (152, 171)}], [{'highest_ratio': 0.9191374663072777, 'best_match_position': (169, 188)}], [{'highest_ratio': 0.9191374663072777, 'best_match_position': (149, 168)}]]",5,"[-2, -3, -4, -7, -9]","['525b2512df468d9cac1f0a48e0411778e6113b75', '7b809e45f4e0c1e008974d3e45a261d6ef8effd9', '383d9148469301f988d6e0fe2cd0e62a832b1033', '0fefbda2d5b17d9481aa8e851f17a9e5d020dea8', 'eaf8e3361ae4115e1b74afbf45ea38d817346d9f']","[[{'highest_ratio': 0.9686457638425617, 'best_match_position': (212, 231)}], [{'highest_ratio': 0.96271637816245, 'best_match_position': (211, 230)}], [{'highest_ratio': 0.9345794392523364, 'best_match_position': (142, 161)}], [{'highest_ratio': 0.9278489548213081, 'best_match_position': (144, 163)}], [{'highest_ratio': 0.9191374663072777, 'best_match_position': (169, 188)}]]",0,,,,[],[],[],1588.0,1087.0,321.0,143.0,30.0,27.0,5.3,61.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,538.0,1.6,151.0,33.0,1.06,0.23,21.0,11.0,7.0,2.0,1.0,1.0,18.8,3.0,0.0,0.0,0.0,0.0,2.0,15.0,3.8,2.0,0.0,1.0,0.0,,,
40,Project,2024-01-26 19:36:01,Java,5,0,0,0,0,414,Java,22,generated by chatgpt,Project\46f7654c479daee612ea23d725803af4fb4a7b35\client\app\src\main\java\org\example\Pages\Managers\CreateAccount.java,Project\1a7379aa205994f144d91634ef006bda4e5404c6\client\app\src\main\java\org\example\Pages\Managers\CreateAccount.java,file,,9,,"[1,124]",124,,,,,,,3,2,"[-2, -3]","['7755add54676f064bd768468bcd848a58c295b81', '1a7379aa205994f144d91634ef006bda4e5404c6']","[[{'highest_ratio': 0.7548720668169163, 'best_match_position': (1, 100)}], [{'highest_ratio': 0.7516831683168317, 'best_match_position': (1, 101)}]]",2,"[-2, -3]","['7755add54676f064bd768468bcd848a58c295b81', '1a7379aa205994f144d91634ef006bda4e5404c6']","[[{'highest_ratio': 0.7548720668169163, 'best_match_position': (1, 100)}], [{'highest_ratio': 0.7516831683168317, 'best_match_position': (1, 101)}]]",0,,,,[],[],[],3560.0,2617.0,1148.0,254.0,98.0,56.0,6.0,168.0,0.0,0.0,0.0,0.0,0.0,5.0,116.0,812.0,1.0,302.0,98.0,1.19,0.39,124.0,105.0,61.0,3.0,1.0,1.0,1.9,2.0,0.0,0.0,0.0,0.0,6.0,70.0,2.2,7.0,7.0,2.33,2.33,,,
41,composum-AI,2023-04-04 11:42:55,Java,4,1,1,4,4,893,Java,17,generated by chatgpt,composum-AI\2256cb29fb0dac57a3252a6e319f3869eae9bc87\backend\base\src\main\java\com\composum\ai\backend\base\service\chat\impl\HtmlToMarkdownConverter.java,composum-AI\5581a3415ddf6d87ad9be1b49e59da55d9a4f4cc\backend\base\src\main\java\com\composum\ai\backend\base\service\chat\impl\HtmlToMarkdownConverter.java,file,,195,,"[1,138]",138,,,,,,,11,10,"[-2, -3, -4, -5, -6, -7, -8, -9, -10, -11]","['979cafbedf5df4b21fbf9d61514e11c4b143447b', 'dbbf36a92e9afa51e75b8d7c0d69e1a04ebd9f33', 'e0830ed1433ba2589843601b7e06dae370d471ef', '524f2256f84331dd4cbe99ed1cadb46da18dc91f', '39af36f6985d39d495c1d851c25155521a965626', '855b3479d92212efaaee49afe461cfea8ffd8bea', '2f690b4b7d36615180069943fe4049e1c45a7476', '8c946bba22fadd4d55491adeed3cc2e34259232f', 'a70f653ba52f4cf97833f1976cdcc12ba2e4fba2', '5581a3415ddf6d87ad9be1b49e59da55d9a4f4cc']","[[{'highest_ratio': 0.6689269367689439, 'best_match_position': (1, 243)}], [{'highest_ratio': 0.5431021283111315, 'best_match_position': (1, 271)}], [{'highest_ratio': 0.5376970783830233, 'best_match_position': (1, 275)}], [{'highest_ratio': 0.5146693913297329, 'best_match_position': (1, 286)}], [{'highest_ratio': 0.4799449604403165, 'best_match_position': (1, 309)}], [{'highest_ratio': 0.44822475674979056, 'best_match_position': (1, 336)}], [{'highest_ratio': 0.4258948023653906, 'best_match_position': (1, 349)}], [{'highest_ratio': 0.4185475956820412, 'best_match_position': (1, 355)}], [{'highest_ratio': 0.40683842429314365, 'best_match_position': (1, 363)}], [{'highest_ratio': 0.40615678320009546, 'best_match_position': (1, 367)}]]",10,"[-2, -3, -4, -5, -6, -7, -8, -9, -10, -11]","['979cafbedf5df4b21fbf9d61514e11c4b143447b', 'dbbf36a92e9afa51e75b8d7c0d69e1a04ebd9f33', 'e0830ed1433ba2589843601b7e06dae370d471ef', '524f2256f84331dd4cbe99ed1cadb46da18dc91f', '39af36f6985d39d495c1d851c25155521a965626', '855b3479d92212efaaee49afe461cfea8ffd8bea', '2f690b4b7d36615180069943fe4049e1c45a7476', '8c946bba22fadd4d55491adeed3cc2e34259232f', 'a70f653ba52f4cf97833f1976cdcc12ba2e4fba2', '5581a3415ddf6d87ad9be1b49e59da55d9a4f4cc']","[[{'highest_ratio': 0.6689269367689439, 'best_match_position': (1, 243)}], [{'highest_ratio': 0.5431021283111315, 'best_match_position': (1, 271)}], [{'highest_ratio': 0.5376970783830233, 'best_match_position': (1, 275)}], [{'highest_ratio': 0.5146693913297329, 'best_match_position': (1, 286)}], [{'highest_ratio': 0.4799449604403165, 'best_match_position': (1, 309)}], [{'highest_ratio': 0.44822475674979056, 'best_match_position': (1, 336)}], [{'highest_ratio': 0.4258948023653906, 'best_match_position': (1, 349)}], [{'highest_ratio': 0.4185475956820412, 'best_match_position': (1, 355)}], [{'highest_ratio': 0.40683842429314365, 'best_match_position': (1, 363)}], [{'highest_ratio': 0.40615678320009546, 'best_match_position': (1, 367)}]]",3,,,,"[-4, -5, -6]","['e0830ed1433ba2589843601b7e06dae370d471ef', '524f2256f84331dd4cbe99ed1cadb46da18dc91f', '39af36f6985d39d495c1d851c25155521a965626']","[[{'highest_ratio': 0.5376970783830233, 'best_match_position': (1, 275)}], [{'highest_ratio': 0.5146693913297329, 'best_match_position': (1, 286)}], [{'highest_ratio': 0.4799449604403165, 'best_match_position': (1, 309)}]]",4093.0,2792.0,1174.0,235.0,56.0,42.0,12.6,402.0,65.0,10.0,1.0,1.6,0.0,3.0,104.0,732.0,0.9,461.0,326.0,1.96,1.39,138.0,106.0,65.0,4.0,1.0,1.0,7.0,8.0,0.0,0.0,0.0,0.0,3.0,12.0,0.4,24.0,10.0,6.0,2.5,,,
42,project-team-31,2024-01-31 05:00:48,Java,6,0,0,1,1,142,Java,58,generated by chatgpt,project-team-31\c0aeb8b9578ce30f9665c18dd74add58037ffff4\lib\src\main\java\edu\ucsd\cse110\successorator\lib\domain\SimpleGoalRepository.java,project-team-31\7b65a890395d555411d80c55be3ad801004adf71\lib\src\main\java\edu\ucsd\cse110\successorator\lib\domain\SimpleGoalRepository.java,method,,30,,"[60,78]",19,,,,,,,10,1,[-9],['7b65a890395d555411d80c55be3ad801004adf71'],"[[{'highest_ratio': 0.5899788285109386, 'best_match_position': (86, 104)}]]",1,[-9],['7b65a890395d555411d80c55be3ad801004adf71'],"[[{'highest_ratio': 0.5899788285109386, 'best_match_position': (86, 104)}]]",0,,,,[],[],[],1418.0,992.0,330.0,134.0,25.0,25.0,7.4,79.0,27.0,2.0,2.0,1.9,0.0,0.0,21.0,145.0,0.5,152.0,37.0,1.13,0.28,20.0,12.0,9.0,1.0,1.0,1.0,22.2,4.0,0.0,0.0,0.0,0.0,2.0,15.0,3.6,3.0,3.0,3.0,3.0,,,
43,ComplierCode,2023-10-13 06:03:17,Java,,0,0,0,1,12,Java,35,generated by chatgpt,ComplierCode\8d086f87da8c0104eb9cf884e1d4a5dfb2c411ab\src\main\java\parser\allstar\exprprec\ExprPrecTest.java,,statement,,0,,"[36,48]",13,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],2773.0,2089.0,892.0,201.0,51.0,54.0,7.1,160.0,159.0,9.0,3.0,5.7,0.0,0.0,75.0,677.0,1.1,270.0,110.0,1.34,0.55,16.0,10.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,2.4,0.0,0.0,0.0,0.0,,,
44,collageify,2023-06-06 22:51:23,Java,,0,1,5,1,68,Java,17,generated by chatgpt,collageify\7358276dec31892fb6b6123f4cd567efbcde718f\app\src\main\java\collageify\web\config\AsyncConfig.java,,file,,5,,"[1,33]",33,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],2421.0,1417.0,440.0,119.0,44.0,47.0,22.5,412.0,63.0,4.0,4.0,2.6,0.0,9.0,208.0,1558.0,3.7,158.0,129.0,1.33,1.08,33.0,20.0,7.0,1.0,1.0,1.0,25.9,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,
45,custom-record-poc,2023-09-22 05:18:44,Java,,0,0,0,2,3,Java,614,generated by chatgpt,custom-record-poc\cbe58c8bd3f09878060763895cc5b991df78e08f\bundle\src\main\java\com\example\bundle\VideoGameGamesCustomRecordProvider.java,,method,,0,,"[621,646]",26,,,,,,,2,0,[],[],[],0,[],[],[],0,,,,[],[],[],701.0,239.0,152.0,11.0,2.0,2.0,56.6,312.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,272.0,3.8,56.0,75.0,5.09,6.82,27.0,18.0,14.0,1.0,1.0,1.0,9.1,2.0,0.0,0.0,0.0,0.0,3.0,20.0,3.3,4.0,5.0,4.0,5.0,,,
46,mu_repository,2023-06-21 13:56:53,Java,2,0,4,0,1,19,Java,17,generated by chatgpt,mu_repository\e1339a67b44f710eb10b46975790df205373a494\app\src\main\java\de\ekert\mavendemo\ki\other\SwingUICountdownTimerFromGPTWithOffByOne.java,,file,,2,,"[1,111]",111,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],529.0,377.0,152.0,32.0,10.0,9.0,10.5,44.0,34.0,2.0,2.0,6.4,0.0,1.0,19.0,160.0,1.4,44.0,17.0,1.38,0.53,111.0,78.0,38.0,3.0,1.0,1.0,10.3,9.0,0.0,0.0,0.0,0.0,5.0,55.0,2.4,6.0,5.0,2.0,1.67,,,
47,cars,2023-08-31 06:47:57,Java,,0,0,0,1,3,Java,8,generated by chatgpt,cars\e454b5bf0709cb31b46a0a7cfd41ee754562824a\src\main\java\dat3\car\config\CarTestDataFactory.java,,file,,0,,"[1,49]",49,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],857.0,636.0,217.0,57.0,17.0,17.0,9.4,66.0,0.0,0.0,0.0,0.0,0.0,2.0,58.0,457.0,2.4,72.0,7.0,1.26,0.12,49.0,34.0,10.0,1.0,1.0,1.0,17.1,7.0,0.0,0.0,0.0,0.0,3.0,20.0,2.0,2.0,1.0,2.0,1.0,,,
48,CarsRUs,2023-08-23 12:44:10,Java,,0,0,0,1,57,Java,8,generated by chatgpt,CarsRUs\4fa284533c55ba6bb83e587a5f3166b62a748302\src\main\java\dat3\car\config\CarTestDataFactory.java,,file,,2,,"[1,49]",49,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],2808.0,2150.0,745.0,177.0,48.0,47.0,5.2,117.0,0.0,0.0,0.0,0.0,0.0,4.0,126.0,1040.0,1.6,247.0,42.0,1.4,0.24,49.0,34.0,10.0,1.0,1.0,1.0,17.1,7.0,0.0,0.0,0.0,0.0,3.0,20.0,2.0,2.0,1.0,2.0,1.0,,,
49,cars,2023-08-31 06:47:57,Java,,0,0,0,1,3,Java,9,generated by chatgpt,cars\e454b5bf0709cb31b46a0a7cfd41ee754562824a\src\main\java\dat3\car\config\MemberTestDataFactory.java,,file,,0,,"[1,45]",45,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],857.0,636.0,217.0,57.0,17.0,17.0,9.4,66.0,0.0,0.0,0.0,0.0,0.0,2.0,58.0,457.0,2.4,72.0,7.0,1.26,0.12,45.0,27.0,18.0,1.0,1.0,1.0,25.0,9.0,0.0,0.0,0.0,0.0,3.0,20.0,2.5,2.0,1.0,2.0,1.0,,,
50,CarsRUs,2023-08-23 12:44:10,Java,,0,0,0,1,57,Java,9,generated by chatgpt,CarsRUs\4fa284533c55ba6bb83e587a5f3166b62a748302\src\main\java\dat3\car\config\MemberTestDataFactory.java,CarsRUs\3b5684bb142ede18315e23a05f02b8006ed649ce\src\main\java\dat3\car\config\MemberTestDataFactory.java,file,,2,,"[1,45]",45,,,,,,,2,1,[-2],['3b5684bb142ede18315e23a05f02b8006ed649ce'],"[[{'highest_ratio': 0.9795149517306334, 'best_match_position': (1, 47)}]]",1,[-2],['3b5684bb142ede18315e23a05f02b8006ed649ce'],"[[{'highest_ratio': 0.9795149517306334, 'best_match_position': (1, 47)}]]",1,,,,[-2],['3b5684bb142ede18315e23a05f02b8006ed649ce'],"[[{'highest_ratio': 0.9795149517306334, 'best_match_position': (1, 47)}]]",2808.0,2150.0,745.0,177.0,48.0,47.0,5.2,117.0,0.0,0.0,0.0,0.0,0.0,4.0,126.0,1040.0,1.6,247.0,42.0,1.4,0.24,45.0,27.0,18.0,1.0,1.0,1.0,25.0,9.0,0.0,0.0,0.0,0.0,3.0,20.0,2.5,2.0,1.0,2.0,1.0,,,
52,CSI2110,2023-10-22 20:42:05,Java,,0,0,0,1,1,Java,11,generated by chatgpt,CSI2110\506c2d2dbedd45728ac26239f85df618c6e8b23c\KNearestNeighbors.java,,file,,0,,"[1,89]",89,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],741.0,402.0,233.0,46.0,9.0,8.0,15.9,76.0,0.0,0.0,0.0,0.0,0.0,2.0,27.0,285.0,2.4,92.0,71.0,2.0,1.54,89.0,54.0,33.0,5.0,2.0,1.0,25.0,18.0,0.0,0.0,0.0,0.0,3.0,30.0,1.9,12.0,7.0,2.4,1.4,,,
53,owf-tstool-googledrive-plugin,2023-12-08 11:48:25,Java,,0,0,0,1,20,Java,64,generated by chatgpt,owf-tstool-googledrive-plugin\86609b8b52282e8a800673855c2ec6cff141dc99\owf-tstool-googledrive-plugin\src\main\java\org\openwaterfoundation\tstool\plugin\googledrive\GoogleDriveToolkit.java,owf-tstool-googledrive-plugin\2da006ab45cf9cb54228f0257911fce5ea9f58c4\owf-tstool-googledrive-plugin\src\main\java\org\openwaterfoundation\tstool\plugin\googledrive\GoogleDriveToolkit.java,method,,17,,"[71,153]",83,,,,,,,5,3,"[-3, -4, -5]","['80c1fe283e60a5e906c9941aaf2d0591ba6fd812', '5947c1ee64617905ff5b3a5429e298292c56d8ca', '2da006ab45cf9cb54228f0257911fce5ea9f58c4']","[[{'highest_ratio': 0.9992516837116487, 'best_match_position': (86, 168)}], [{'highest_ratio': 0.9992516837116487, 'best_match_position': (89, 171)}], [{'highest_ratio': 0.7021249522840056, 'best_match_position': (165, 247)}]]",2,"[-3, -5]","['80c1fe283e60a5e906c9941aaf2d0591ba6fd812', '2da006ab45cf9cb54228f0257911fce5ea9f58c4']","[[{'highest_ratio': 0.9992516837116487, 'best_match_position': (86, 168)}], [{'highest_ratio': 0.7021249522840056, 'best_match_position': (165, 247)}]]",2,,,,"[-3, -5]","['80c1fe283e60a5e906c9941aaf2d0591ba6fd812', '2da006ab45cf9cb54228f0257911fce5ea9f58c4']","[[{'highest_ratio': 0.9992516837116487, 'best_match_position': (86, 168)}], [{'highest_ratio': 0.7021249522840056, 'best_match_position': (165, 247)}]]",5392.0,2710.0,1538.0,61.0,7.0,7.0,43.4,2081.0,146.0,6.0,2.0,2.7,0.0,9.0,418.0,3017.0,3.7,433.0,843.0,7.1,13.82,84.0,53.0,31.0,1.0,1.0,1.0,34.5,29.0,0.0,0.0,0.0,0.0,5.0,45.0,2.7,9.0,15.0,9.0,15.0,,,
54,Cars,2023-08-31 10:31:52,Java,2,0,0,0,1,14,Java,6,generated by chatgpt,Cars\4af4088d5aebf6681509d397c393e5a90efa2880\src\main\java\dat3\cars\config\CarTestDataFactory.java,,file,,0,,"[1,48]",48,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],2573.0,1761.0,521.0,150.0,46.0,45.0,16.9,357.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,965.0,1.8,207.0,37.0,1.38,0.25,48.0,34.0,10.0,1.0,1.0,1.0,17.1,7.0,0.0,0.0,0.0,0.0,3.0,20.0,2.0,2.0,1.0,2.0,1.0,,,
55,Cars,2023-08-31 10:31:52,Java,2,0,0,0,1,14,Java,8,generated by chatgpt,Cars\4af4088d5aebf6681509d397c393e5a90efa2880\src\main\java\dat3\cars\config\MemberTestDataFactory.java,,file,,0,,"[1,44]",44,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],2573.0,1761.0,521.0,150.0,46.0,45.0,16.9,357.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,965.0,1.8,207.0,37.0,1.38,0.25,44.0,27.0,18.0,1.0,1.0,1.0,25.0,9.0,0.0,0.0,0.0,0.0,4.0,21.0,2.6,2.0,1.0,2.0,1.0,,,
64,project-team-31,2024-01-31 05:00:48,Java,6,0,0,1,1,142,Java,63,generated by chatgpt,project-team-31\c0aeb8b9578ce30f9665c18dd74add58037ffff4\app\src\main\java\edu\ucsd\cse110\successorator\app\data\db\GoalDao.java,project-team-31\1c401944a30c2e763d35e6063705b9441e71dd1a\app\src\main\java\edu\ucsd\cse110\successorator\app\data\db\GoalDao.java,method,,30,,"[64,88]",25,,,,,,,7,5,"[-3, -4, -5, -6, -7]","['4eb5810881aff6826d89d61060a0d4302cb8100f', '7fa8ff9bfcc56946ad850971100d12fb8bdf8d57', 'ab2401f1c3c0946f14a1ff95a3e9f409399a1e95', '7b65a890395d555411d80c55be3ad801004adf71', '1c401944a30c2e763d35e6063705b9441e71dd1a']","[[{'highest_ratio': 0.9856244384546271, 'best_match_position': (64, 88)}], [{'highest_ratio': 0.9856244384546271, 'best_match_position': (66, 90)}], [{'highest_ratio': 0.9790272199910754, 'best_match_position': (66, 90)}], [{'highest_ratio': 0.691762621789194, 'best_match_position': (66, 90)}], [{'highest_ratio': 0.7258652094717668, 'best_match_position': (64, 88)}]]",4,"[-3, -5, -6, -7]","['4eb5810881aff6826d89d61060a0d4302cb8100f', 'ab2401f1c3c0946f14a1ff95a3e9f409399a1e95', '7b65a890395d555411d80c55be3ad801004adf71', '1c401944a30c2e763d35e6063705b9441e71dd1a']","[[{'highest_ratio': 0.9856244384546271, 'best_match_position': (64, 88)}], [{'highest_ratio': 0.9790272199910754, 'best_match_position': (66, 90)}], [{'highest_ratio': 0.691762621789194, 'best_match_position': (66, 90)}], [{'highest_ratio': 0.7258652094717668, 'best_match_position': (64, 88)}]]",0,,,,[],[],[],1418.0,992.0,330.0,134.0,25.0,25.0,7.4,79.0,27.0,2.0,2.0,1.9,0.0,0.0,21.0,145.0,0.5,152.0,37.0,1.13,0.28,26.0,17.0,6.0,4.0,1.0,1.0,13.6,3.0,0.0,0.0,0.0,0.0,2.0,15.0,2.6,1.0,0.0,0.25,0.0,,,
65,team-panda,2023-02-21 05:12:58,Java,3,0,1,5,1,140,Java,57,generated by chatgpt,team-panda\349e2fd827d67eb9e4d1e9dbfb9659c8841ca467\src\main\java\edu\northeastern\cs5500\starterbot\command\PickUpCommand.java,team-panda\d666e5e1caf9691e8cae201b989b996cedffbde2\src\main\java\edu\northeastern\cs5500\starterbot\command\PickUpCommand.java,statement,,8,,"[56,57]",2,,,,,,,3,2,"[-2, -3]","['94e3ff1b56901555ecef0c47dc3a7939b6e03ad5', 'd666e5e1caf9691e8cae201b989b996cedffbde2']","[[{'highest_ratio': 0.4397905759162304, 'best_match_position': (57, 58)}], [{'highest_ratio': 0.9291338582677166, 'best_match_position': (69, 70)}]]",2,"[-2, -3]","['94e3ff1b56901555ecef0c47dc3a7939b6e03ad5', 'd666e5e1caf9691e8cae201b989b996cedffbde2']","[[{'highest_ratio': 0.4397905759162304, 'best_match_position': (57, 58)}], [{'highest_ratio': 0.9291338582677166, 'best_match_position': (69, 70)}]]",0,,,,[],[],[],2308.0,1709.0,508.0,185.0,37.0,36.0,9.2,174.0,221.0,14.0,8.0,9.6,0.0,0.0,42.0,379.0,0.7,226.0,61.0,1.22,0.33,5.0,2.0,1.0,0.0,0.0,1.0,14.3,1.0,0.0,0.0,0.0,0.0,1.0,10.0,5.6,0.0,0.0,0.0,0.0,,,
66,team-panda,2023-02-21 05:12:58,Java,3,0,1,5,1,140,Java,59,generated by chatgpt,team-panda\d666e5e1caf9691e8cae201b989b996cedffbde2\src\main\java\edu\northeastern\cs5500\starterbot\command\CartCommand.java,,statement,,8,,"[58,59]",2,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],2274.0,1603.0,476.0,163.0,39.0,38.0,11.5,208.0,225.0,10.0,6.0,9.9,0.0,0.0,17.0,216.0,0.4,204.0,66.0,1.25,0.4,5.0,2.0,1.0,0.0,0.0,1.0,14.3,1.0,0.0,0.0,0.0,0.0,1.0,10.0,5.6,0.0,0.0,0.0,0.0,,,
67,sbu_fall2023_cse214,2023-09-08 19:03:39,Java,,0,0,0,1,12,Java,5,generated by chatgpt,sbu_fall2023_cse214\8c834682ac224bfe07062f6b1ade82beb5e471e0\Homeworks\src\cse214hw2\DISTest.java,,file,,0,,"[1,47]",47,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],1955.0,1460.0,807.0,180.0,42.0,35.0,11.5,190.0,70.0,6.0,3.0,3.6,0.0,1.0,175.0,1868.0,4.3,362.0,312.0,2.01,1.73,47.0,29.0,24.0,1.0,1.0,1.0,48.2,27.0,0.0,0.0,0.0,0.0,24.0,240.0,27.6,1.0,0.0,1.0,0.0,,,
68,Learning-Tomorrow,2024-01-05 11:51:40,Java,,0,0,0,1,4,Java,297,generated by chatgpt,Learning-Tomorrow\0c232e5e92928c528dc4e4ef09a3e024b69d3cc0\LearningTomorrow\LearningTomorrowEditor\LTEditor.java,,method,,0,,"[296,313]",18,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],4244.0,2921.0,1575.0,241.0,56.0,46.0,14.7,502.0,177.0,8.0,6.0,4.2,0.0,12.0,225.0,1565.0,1.8,496.0,374.0,2.06,1.55,19.0,16.0,7.0,1.0,1.0,1.0,5.3,1.0,0.0,0.0,0.0,0.0,4.0,25.0,4.6,3.0,0.0,3.0,0.0,,,
71,team-panda,2023-02-21 05:12:58,Java,3,0,1,5,1,140,Java,82,generated by chatgpt,team-panda\d666e5e1caf9691e8cae201b989b996cedffbde2\src\main\java\edu\northeastern\cs5500\starterbot\command\StartCommand.java,,statement,,8,,"[81,82]",2,,,,,,,1,0,[],[],[],0,[],[],[],0,,,,[],[],[],2274.0,1603.0,476.0,163.0,39.0,38.0,11.5,208.0,225.0,10.0,6.0,9.9,0.0,0.0,17.0,216.0,0.4,204.0,66.0,1.25,0.4,5.0,2.0,1.0,0.0,0.0,1.0,14.3,1.0,0.0,0.0,0.0,0.0,1.0,10.0,5.6,0.0,0.0,0.0,0.0,,,
